timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
3 6 7 0.39061098229513735 0.009389017704862668
3 44 73 0.3868851779122685 0.013114822087731515
3 46 73 0.389652296466942 0.010347703533058028
3 64 94 0.39688783788730086 0.003112162112699157
3 70 99 0.38936207062757694 0.010637929372423083
3 98 99 0.38813724000000727 0.011862759999992756
126 31 44 0.3922917501573385 0.0077082498426614965
