timeStep pedestrianId overlapPedestrianId distance-PID3 overlaps-PID3
79 54 97 0.39880179174067115 0.00119820825932887
80 54 97 0.39880179174067115 0.00119820825932887
94 65 66 0.39289707914201094 0.007102920857989081
